0:3	Account: minhvu25091990	 Name: DocXinh	 Level: 81	 IP Address: 116.110.119.64 : 13647
18:49	Account: nonhanty	 Name: TÇnÙH¹oÙMiªn	 Level: 85	 IP Address: 183.80.160.143 : 50527
18:50	Account: bando	 Name: HDÙMÑThiªnH¹	 Level: 114	 IP Address: 118.71.192.89 : 37146
18:50	Account: nonhanty	 Name: TÇnÙH¹oÙMiªn	 Level: 85	 IP Address: 183.80.160.143 : 50529
18:51	Account: minhtrand7	 Name: 3143242	 Level: 81	 IP Address: 118.69.181.107 : 49331
18:51	Account: minhtrand21	 Name: sanboss3	 Level: 80	 IP Address: 118.69.181.107 : 49333
18:52	Account: minhtrand21	 Name: sanboss4	 Level: 80	 IP Address: 118.69.181.107 : 49335
18:52	Account: minhtrand7	 Name: 3143242	 Level: 81	 IP Address: 118.69.181.107 : 49337
18:54	Account: longyen014	 Name: TNÙCñaÙLong	 Level: 96	 IP Address: 14.187.167.3 : 54889
18:57	Account: vunguyen1986	 Name: 5555555	 Level: 83	 IP Address: 27.75.46.206 : 49864
18:58	Account: luukt56	 Name: NgoalongND	 Level: 96	 IP Address: 123.25.218.214 : 51761
18:58	Account: phamtungdhv4	 Name: ZzJindozZ	 Level: 90	 IP Address: 113.190.139.142 : 58412
18:59	Account: hieuham1996	 Name: TriÖuÙTöÙLong	 Level: 110	 IP Address: 118.71.192.89 : 63916
19:1	Account: thangvl5	 Name: 5TLSuco	 Level: 105	 IP Address: 113.22.34.131 : 5804
19:4	Account: vunguyen1986	 Name: 5555555	 Level: 83	 IP Address: 27.75.46.206 : 49994
19:5	Account: hieuham1996	 Name: TriÖuÙTöÙLong	 Level: 110	 IP Address: 118.71.192.89 : 59401
19:6	Account: ngocbich02	 Name: sanboss02	 Level: 80	 IP Address: 113.176.144.109 : 58968
19:6	Account: ngocbich03	 Name: VinhLong01	 Level: 80	 IP Address: 113.176.144.109 : 58970
19:7	Account: ngocbich04	 Name: VinhLong02	 Level: 80	 IP Address: 113.176.144.109 : 58973
19:7	Account: ngocbich05	 Name: Nguyen37	 Level: 80	 IP Address: 113.176.144.109 : 58979
19:7	Account: ngocbich06	 Name: Nguyen38	 Level: 80	 IP Address: 113.176.144.109 : 58982
19:11	Account: tranvinh06	 Name: ThiªnÙ§ÞaÙV«ÙCù	 Level: 95	 IP Address: 113.189.123.125 : 60843
19:12	Account: thien01	 Name: testter	 Level: 80	 IP Address: 42.118.236.81 : 5216
19:22	Account: minhtrand1	 Name: GiÕtÙS­Ù§ètÙChïa	 Level: 101	 IP Address: 118.69.181.107 : 49495
19:22	Account: minhtrand2	 Name: TiÓuÙLinh	 Level: 100	 IP Address: 118.69.181.107 : 49514
19:23	Account: minhtrand3	 Name: HáaÙLongÙTµÙNh©n	 Level: 103	 IP Address: 118.69.181.107 : 49516
19:24	Account: nam92hd5	 Name: CuÙChäcÙNg­îc	 Level: 96	 IP Address: 27.73.192.221 : 18971
19:24	Account: minhtrand4	 Name: SÊmÙSÐtÙT©yÙB¾c	 Level: 101	 IP Address: 118.69.181.107 : 49518
19:25	Account: minhtrand5	 Name: LÇyÙAÙMinh	 Level: 101	 IP Address: 118.69.181.107 : 49520
19:26	Account: minhtrand6	 Name: BÐÙMóp	 Level: 101	 IP Address: 118.69.181.107 : 49522
19:32	Account: luukt52	 Name: NgoalongTN	 Level: 94	 IP Address: 123.25.218.214 : 52295
19:40	Account: thaocanh114	 Name: ThiªnÙNh·	 Level: 106	 IP Address: 117.4.153.2 : 49267
19:40	Account: thangvl5	 Name: 5TLSuco	 Level: 105	 IP Address: 113.22.34.131 : 50044
19:41	Account: thaocanh113	 Name: ThienÙNha	 Level: 93	 IP Address: 117.4.153.2 : 49272
19:42	Account: lexuantho3	 Name: Sipachao	 Level: 80	 IP Address: 42.119.29.139 : 51815
19:43	Account: thangvl6	 Name: 6Vâ®ang	 Level: 100	 IP Address: 113.22.34.131 : 50048
19:44	Account: thangvl7	 Name: 7NgaMiBuffBuff	 Level: 97	 IP Address: 113.22.34.131 : 50050
19:45	Account: tranvinh04	 Name: B­ímÙEmÙCãÙ§éc	 Level: 101	 IP Address: 113.189.123.125 : 60962
19:45	Account: thangvl8	 Name: 8ThóyYªnTû	 Level: 100	 IP Address: 113.22.34.131 : 50053
19:46	Account: thaocanh117	 Name: UyÓnÙNh·	 Level: 103	 IP Address: 117.4.153.2 : 49286
19:46	Account: minhtrand1	 Name: GiÕtÙS­Ù§ètÙChïa	 Level: 101	 IP Address: 118.69.181.107 : 49625
19:48	Account: minhtrand7	 Name: buffbuff	 Level: 80	 IP Address: 118.69.181.107 : 49643
19:48	Account: tranvinh03	 Name: ItsÙMyLife	 Level: 95	 IP Address: 113.189.123.125 : 60964
19:48	Account: minhtrand7	 Name: ancuopday	 Level: 80	 IP Address: 118.69.181.107 : 49645
19:49	Account: minhtrand8	 Name: 8657575	 Level: 80	 IP Address: 118.69.181.107 : 49647
19:49	Account: th115	 Name: S¨nÙBossÙ01	 Level: 81	 IP Address: 117.4.153.2 : 49291
19:49	Account: minhtrand7	 Name: 3143242	 Level: 81	 IP Address: 118.69.181.107 : 49649
19:49	Account: minhtrand21	 Name: sanboss3	 Level: 80	 IP Address: 118.69.181.107 : 49651
19:49	Account: minhtrand21	 Name: sanboss4	 Level: 80	 IP Address: 118.69.181.107 : 49653
19:49	Account: minhtrand22	 Name: sanboss12	 Level: 80	 IP Address: 118.69.181.107 : 49655
19:49	Account: minhtrand22	 Name: sanboss5	 Level: 80	 IP Address: 118.69.181.107 : 49657
19:49	Account: minhtrand23	 Name: sanboss8	 Level: 80	 IP Address: 118.69.181.107 : 49659
19:51	Account: nonhandl	 Name: NhËmÙNg·ÙHµnhÙ	 Level: 120	 IP Address: 183.80.160.143 : 50911
19:51	Account: vunguyen1988	 Name: 111111111	 Level: 93	 IP Address: 27.75.46.206 : 50761
19:56	Account: longyen010	 Name: BXÙLong	 Level: 102	 IP Address: 14.187.167.3 : 49207
19:58	Account: nam92hd5	 Name: CuÙChäcÙNg­îc	 Level: 96	 IP Address: 27.73.192.221 : 19219
19:58	Account: nam92hd4	 Name: HoaÙR¬iÙCöaÙPhËt	 Level: 98	 IP Address: 27.73.192.221 : 19221
19:58	Account: nam92hd3	 Name: ThiªnÙ§ÞaÙV«ÙCùc	 Level: 99	 IP Address: 27.73.192.221 : 19223
19:59	Account: nam92hd1	 Name: ThÇnÙT¨ng	 Level: 98	 IP Address: 27.73.192.221 : 1052
19:59	Account: nam92hd2	 Name: PhongÙThÇn	 Level: 99	 IP Address: 27.73.192.221 : 1054
19:59	Account: nam92hd	 Name: HáaThÇnÙV«Song	 Level: 107	 IP Address: 27.73.192.221 : 1056
20:0	Account: longyen012	 Name: NMÙCñaÙLong	 Level: 92	 IP Address: 14.187.167.3 : 49243
20:0	Account: nonhantl	 Name: V«DanhÙThÇnÙT¨ng	 Level: 102	 IP Address: 183.80.160.143 : 50953
20:1	Account: bando	 Name: HDÙMÑThiªnH¹	 Level: 114	 IP Address: 118.71.192.89 : 30480
20:2	Account: hieuham1996	 Name: TriÖuÙTöÙLong	 Level: 110	 IP Address: 118.71.192.89 : 40344
20:2	Account: minhtrand1	 Name: GiÕtÙS­Ù§ètÙChïa	 Level: 101	 IP Address: 118.69.181.107 : 49680
20:2	Account: longyen014	 Name: TNÙCñaÙLong	 Level: 96	 IP Address: 14.187.167.3 : 49247
20:2	Account: thaocanh114	 Name: ThiªnÙNh·	 Level: 106	 IP Address: 117.4.153.2 : 49309
20:2	Account: thaocanh117	 Name: UyÓnÙNh·	 Level: 103	 IP Address: 117.4.153.2 : 49311
20:2	Account: vunguyen1988	 Name: 111111111	 Level: 93	 IP Address: 27.75.46.206 : 51020
20:3	Account: luukt56	 Name: NgoalongND	 Level: 96	 IP Address: 123.25.218.214 : 52785
20:3	Account: minhtrand2	 Name: TiÓuÙLinh	 Level: 100	 IP Address: 118.69.181.107 : 49682
20:3	Account: minhtrand3	 Name: HáaÙLongÙTµÙNh©n	 Level: 103	 IP Address: 118.69.181.107 : 49686
20:4	Account: minhtrand4	 Name: SÊmÙSÐtÙT©yÙB¾c	 Level: 101	 IP Address: 118.69.181.107 : 49693
20:4	Account: bando	 Name: HDÙMÑThiªnH¹	 Level: 114	 IP Address: 118.71.192.89 : 20099
20:5	Account: banhang1	 Name: 1234566789	 Level: 84	 IP Address: 118.71.192.89 : 43537
20:7	Account: minhtrand5	 Name: LÇyÙAÙMinh	 Level: 101	 IP Address: 118.69.181.107 : 49698
20:7	Account: thangvl5	 Name: 5TLSuco	 Level: 105	 IP Address: 113.22.34.131 : 49200
20:7	Account: thangvl6	 Name: 6Vâ®ang	 Level: 100	 IP Address: 113.22.34.131 : 49202
20:7	Account: minhtrand6	 Name: BÐÙMóp	 Level: 101	 IP Address: 118.69.181.107 : 49701
20:8	Account: thangvl7	 Name: 7NgaMiBuffBuff	 Level: 98	 IP Address: 113.22.34.131 : 49204
20:8	Account: thangvl8	 Name: 8ThóyYªnTû	 Level: 100	 IP Address: 113.22.34.131 : 49206
20:8	Account: thangvl9	 Name: 9§écV«Biªn	 Level: 100	 IP Address: 113.22.34.131 : 49208
20:9	Account: thangvl10	 Name: 10HáaCaCa	 Level: 100	 IP Address: 113.22.34.131 : 49210
20:9	Account: thaocanh116	 Name: S­ThÇyÙXuèngNói	 Level: 93	 IP Address: 117.4.153.2 : 49322
20:9	Account: xuxuka01	 Name: OÙNyÙNoNgÙNoiÙO	 Level: 101	 IP Address: 118.68.61.102 : 22708
20:9	Account: thaocanh116	 Name: S­ThÇyÙXuèngNói	 Level: 93	 IP Address: 117.4.153.2 : 49325
20:10	Account: longyen011	 Name: MrÙLong	 Level: 94	 IP Address: 14.187.167.3 : 49258
20:11	Account: nam92hd	 Name: HáaThÇnÙV«Song	 Level: 107	 IP Address: 27.73.192.221 : 19285
20:11	Account: nam92hd2	 Name: PhongÙThÇn	 Level: 99	 IP Address: 27.73.192.221 : 19287
20:11	Account: nam92hd1	 Name: ThÇnÙT¨ng	 Level: 98	 IP Address: 27.73.192.221 : 19289
20:12	Account: sangtpbrvt	 Name: SangTp	 Level: 115	 IP Address: 113.184.175.82 : 53031
20:13	Account: nam92hd3	 Name: ThiªnÙ§ÞaÙV«ÙCùc	 Level: 99	 IP Address: 27.73.192.221 : 1095
20:13	Account: nam92hd4	 Name: HoaÙR¬iÙCöaÙPhËt	 Level: 98	 IP Address: 27.73.192.221 : 19291
20:13	Account: nam92hd6	 Name: Gi÷ÙR¸c01	 Level: 80	 IP Address: 27.73.192.221 : 1100
20:14	Account: nam92hd	 Name: HáaThÇnÙV«Song	 Level: 107	 IP Address: 27.73.192.221 : 19295
20:15	Account: nam92hd6	 Name: Gi÷ÙR¸c01	 Level: 80	 IP Address: 27.73.192.221 : 1106
20:15	Account: nam92hd7	 Name: Gi÷ÙR¸cÙNo1	 Level: 81	 IP Address: 27.73.192.221 : 1108
20:15	Account: nam92hd8	 Name: Gi÷ÙR¸cÙNo2	 Level: 81	 IP Address: 27.73.192.221 : 1110
20:15	Account: thaocanh115	 Name: C«nÙL«nÙ§aoÙPh¸p	 Level: 93	 IP Address: 117.4.153.2 : 49332
20:16	Account: nam92hd9	 Name: Gi÷ÙR¸cÙNo3	 Level: 81	 IP Address: 27.73.192.221 : 19301
20:16	Account: nam92hd10	 Name: Gi÷ÙR¸cÙNo5	 Level: 81	 IP Address: 27.73.192.221 : 19309
20:17	Account: th114	 Name: ¡nÙMµyÙLµÙTao	 Level: 92	 IP Address: 117.4.153.2 : 49336
20:18	Account: nam92hd2	 Name: PhongÙThÇn	 Level: 99	 IP Address: 27.73.192.221 : 19317
20:18	Account: nam92hd1	 Name: ThÇnÙT¨ng	 Level: 98	 IP Address: 27.73.192.221 : 19319
20:18	Account: nam92hd3	 Name: ThiªnÙ§ÞaÙV«ÙCùc	 Level: 99	 IP Address: 27.73.192.221 : 19321
20:18	Account: th115	 Name: S¨nÙBossÙ01	 Level: 81	 IP Address: 117.4.153.2 : 49339
20:18	Account: banhang01	 Name: XuKa01	 Level: 80	 IP Address: 118.68.61.102 : 19274
20:18	Account: banhang02	 Name: Xuka02	 Level: 80	 IP Address: 118.68.61.102 : 39109
20:19	Account: banhang03	 Name: Xuka03	 Level: 80	 IP Address: 118.68.61.102 : 8461
20:19	Account: banhang04	 Name: Xuka04	 Level: 80	 IP Address: 118.68.61.102 : 49064
20:20	Account: nam92hd	 Name: HáaThÇnÙV«Song	 Level: 107	 IP Address: 27.73.192.221 : 1042
20:20	Account: banhang05	 Name: Xuka05	 Level: 80	 IP Address: 118.68.61.102 : 54399
20:20	Account: banhang06	 Name: Xuka06	 Level: 80	 IP Address: 118.68.61.102 : 33187
20:20	Account: banhang07	 Name: Xuka07	 Level: 80	 IP Address: 118.68.61.102 : 38533
20:20	Account: nam92hd2	 Name: PhongÙThÇn	 Level: 99	 IP Address: 27.73.192.221 : 19361
20:20	Account: vubluish1	 Name: vipngamy	 Level: 87	 IP Address: 42.115.137.159 : 5369
20:20	Account: nam92hd1	 Name: ThÇnÙT¨ng	 Level: 98	 IP Address: 27.73.192.221 : 19363
20:21	Account: nam92hd3	 Name: ThiªnÙ§ÞaÙV«ÙCùc	 Level: 99	 IP Address: 27.73.192.221 : 1050
20:21	Account: nam92hd4	 Name: HoaÙR¬iÙCöaÙPhËt	 Level: 98	 IP Address: 27.73.192.221 : 1052
20:21	Account: banhang08	 Name: ChuaDoMM08	 Level: 80	 IP Address: 118.68.61.102 : 52704
20:21	Account: nam92hd5	 Name: CuÙChäcÙNg­îc	 Level: 96	 IP Address: 27.73.192.221 : 1054
20:21	Account: banhang09	 Name: ChuaDoMM09	 Level: 80	 IP Address: 118.68.61.102 : 49300
20:21	Account: banhang010	 Name: Xuka10	 Level: 80	 IP Address: 118.68.61.102 : 64041
20:22	Account: minhtrand6	 Name: buffbuffbuff	 Level: 1	 IP Address: 118.69.181.107 : 49772
20:22	Account: banhang011	 Name: Xuka11	 Level: 80	 IP Address: 118.68.61.102 : 45977
20:22	Account: banhang012	 Name: Xuka12	 Level: 80	 IP Address: 118.68.61.102 : 14323
20:23	Account: banhang013	 Name: Xuka13	 Level: 80	 IP Address: 118.68.61.102 : 5672
20:23	Account: banhang014	 Name: Xuka14	 Level: 80	 IP Address: 118.68.61.102 : 61312
20:23	Account: banhang015	 Name: Xuka15	 Level: 80	 IP Address: 118.68.61.102 : 50592
20:23	Account: vubluish2	 Name: hoalongcaka	 Level: 87	 IP Address: 42.115.137.159 : 5464
20:24	Account: nam92hd5	 Name: CuÙChäcÙNg­îc	 Level: 96	 IP Address: 27.73.192.221 : 1074
20:24	Account: sangtpbrvt6	 Name: SangTp666	 Level: 91	 IP Address: 113.184.175.82 : 53086
20:24	Account: xuxuka06	 Name: KaTaNa06	 Level: 93	 IP Address: 118.68.61.102 : 18408
20:26	Account: xuxuka07	 Name: KaTaNa7	 Level: 93	 IP Address: 118.68.61.102 : 61148
20:28	Account: xuxuka08	 Name: KaTaNa8	 Level: 92	 IP Address: 118.68.61.102 : 12763
20:30	Account: minhtrand7	 Name: 3143242	 Level: 81	 IP Address: 118.69.181.107 : 49792
20:30	Account: xuxuka09	 Name: KaTaNa09	 Level: 92	 IP Address: 118.68.61.102 : 19660
20:31	Account: minhtrand22	 Name: sanboss5	 Level: 80	 IP Address: 118.69.181.107 : 49794
20:31	Account: minhtrand22	 Name: sanboss12	 Level: 80	 IP Address: 118.69.181.107 : 49796
20:31	Account: vunguyen1988	 Name: 111111111	 Level: 93	 IP Address: 27.75.46.206 : 51532
20:31	Account: minhtrand23	 Name: sanboss8	 Level: 80	 IP Address: 118.69.181.107 : 49798
20:31	Account: xuxuka01	 Name: OÙNyÙNoNgÙNoiÙO	 Level: 101	 IP Address: 118.68.61.102 : 42599
20:32	Account: banhang020	 Name: ChuaDoMM3	 Level: 80	 IP Address: 118.68.61.102 : 24125
20:32	Account: tranhoangcham	 Name: KeVoDanh	 Level: 92	 IP Address: 14.183.199.115 : 1207
20:32	Account: banhang016	 Name: Xuka16	 Level: 1	 IP Address: 118.68.61.102 : 15021
20:33	Account: tranhoangcham1	 Name: Duonggia	 Level: 82	 IP Address: 14.183.199.115 : 1229
20:34	Account: tranhoangcham2	 Name: AuDuongPhong1	 Level: 81	 IP Address: 14.183.199.115 : 1261
20:34	Account: thangvl10	 Name: 10HáaCaCa	 Level: 100	 IP Address: 113.22.34.131 : 49240
20:35	Account: minhtrand1	 Name: GiÕtÙS­Ù§ètÙChïa	 Level: 101	 IP Address: 118.69.181.107 : 49823
20:35	Account: tranhoangcham3	 Name: CaITheAnhung	 Level: 80	 IP Address: 14.183.199.115 : 1303
20:36	Account: xuxuka010	 Name: KaTaNa10	 Level: 92	 IP Address: 118.68.61.102 : 47666
20:36	Account: minhtrand28	 Name: sanboss14	 Level: 1	 IP Address: 118.69.181.107 : 49826
20:37	Account: tranhoangcham3	 Name: chuado12	 Level: 80	 IP Address: 14.183.199.115 : 1343
20:38	Account: minhtrand2	 Name: TiÓuÙLinh	 Level: 100	 IP Address: 118.69.181.107 : 49833
20:38	Account: timlaivohien1	 Name: EyeSmile2	 Level: 86	 IP Address: 14.233.97.112 : 38369
20:38	Account: minhtrand3	 Name: HáaÙLongÙTµÙNh©n	 Level: 103	 IP Address: 118.69.181.107 : 49835
20:41	Account: sangtpbrvt5	 Name: SangTp555	 Level: 90	 IP Address: 113.184.175.82 : 53091
20:41	Account: sangtpbrvt5	 Name: SangTp5	 Level: 80	 IP Address: 113.184.175.82 : 53094
20:41	Account: tranhoangcham3	 Name: CaITheAnhung	 Level: 80	 IP Address: 14.183.199.115 : 1350
20:41	Account: sangtpbrvt5	 Name: Sangdsdfsdf	 Level: 80	 IP Address: 113.184.175.82 : 53096
20:42	Account: timlaivohien2	 Name: EyeSmile6	 Level: 86	 IP Address: 14.233.97.112 : 13057
20:42	Account: minhtrand4	 Name: SÊmÙSÐtÙT©yÙB¾c	 Level: 101	 IP Address: 118.69.181.107 : 49844
20:44	Account: xuxuka5	 Name: ChayÙDjÙDau	 Level: 81	 IP Address: 118.68.61.102 : 62658
20:45	Account: timlaivohien3	 Name: EyeSmile7	 Level: 84	 IP Address: 14.233.97.112 : 37793
20:46	Account: bando	 Name: HDÙMÑThiªnH¹	 Level: 114	 IP Address: 118.71.192.89 : 4925
20:46	Account: thaocanh115	 Name: C«nÙL«nÙ§aoÙPh¸p	 Level: 93	 IP Address: 117.4.153.2 : 49370
20:47	Account: bando	 Name: HDÙMÑThiªnH¹	 Level: 114	 IP Address: 118.71.192.89 : 22452
20:47	Account: sangtpbrvt9	 Name: SangTpqqq	 Level: 80	 IP Address: 113.184.175.82 : 53101
20:47	Account: sangtpbrvt10	 Name: money1	 Level: 80	 IP Address: 113.184.175.82 : 53103
20:48	Account: sangtpbrvt7	 Name: sdfdfsdfsdf	 Level: 80	 IP Address: 113.184.175.82 : 53105
20:48	Account: timlaivohien	 Name: EyeSmile	 Level: 88	 IP Address: 14.233.97.112 : 8161
20:48	Account: sangtpbrvt7	 Name: SangTpaaa	 Level: 80	 IP Address: 113.184.175.82 : 53107
20:48	Account: sangtpbrvt7	 Name: SangTpxxx	 Level: 80	 IP Address: 113.184.175.82 : 53110
20:48	Account: sangtpbrvt6	 Name: werwerwer	 Level: 80	 IP Address: 113.184.175.82 : 53112
20:50	Account: minhtrand5	 Name: LÇyÙAÙMinh	 Level: 101	 IP Address: 118.69.181.107 : 49868
20:51	Account: minhtrand6	 Name: BÐÙMóp	 Level: 101	 IP Address: 118.69.181.107 : 49871
20:52	Account: nonhandl	 Name: NhËmÙNg·ÙHµnhÙ	 Level: 120	 IP Address: 183.80.160.143 : 51185
20:54	Account: hieuham1996	 Name: TriÖuÙTöÙLong	 Level: 110	 IP Address: 27.73.149.169 : 49162
20:54	Account: sangtpbrvt6	 Name: zerfgrgseg	 Level: 80	 IP Address: 113.184.175.82 : 53117
20:56	Account: thangvl5	 Name: 5TLSuco	 Level: 105	 IP Address: 113.22.34.131 : 49257
20:57	Account: sangtpbrvt6	 Name: werwerwer	 Level: 80	 IP Address: 113.184.175.82 : 53120
20:57	Account: xuxuka01	 Name: OÙNyÙNoNgÙNoiÙO	 Level: 102	 IP Address: 118.68.61.102 : 36904
20:58	Account: nam92hd3	 Name: ThiªnÙ§ÞaÙV«ÙCùc	 Level: 99	 IP Address: 27.73.192.221 : 19679
20:58	Account: nam92hd3	 Name: ThiªnÙ§ÞaÙV«ÙCùc	 Level: 99	 IP Address: 27.73.192.221 : 19681
20:58	Account: tranhoangcham1	 Name: Duonggia	 Level: 82	 IP Address: 14.183.199.115 : 1607
20:58	Account: xuxuka5	 Name: ChayÙDjÙDau	 Level: 81	 IP Address: 118.68.61.102 : 31745
20:58	Account: tranhoangcham2	 Name: AuDuongPhong1	 Level: 81	 IP Address: 14.183.199.115 : 1609
20:59	Account: xuxuka01	 Name: OÙNyÙNoNgÙNoiÙO	 Level: 102	 IP Address: 118.68.61.102 : 40168
21:0	Account: nam92hd4	 Name: HoaÙR¬iÙCöaÙPhËt	 Level: 98	 IP Address: 27.73.192.221 : 19691
21:0	Account: xuxuka01	 Name: OÙNyÙNoNgÙNoiÙO	 Level: 102	 IP Address: 118.68.61.102 : 20529
21:0	Account: nonhanvd	 Name: Vâ§angÙCh©nÙNh©n	 Level: 99	 IP Address: 183.80.160.143 : 51202
21:1	Account: nam92hd5	 Name: CuÙChäcÙNg­îc	 Level: 96	 IP Address: 27.73.192.221 : 1162
21:1	Account: xuxuka5	 Name: ChayÙDjÙDau	 Level: 81	 IP Address: 118.68.61.102 : 19529
21:2	Account: nam92hd	 Name: HáaThÇnÙV«Song	 Level: 107	 IP Address: 27.73.192.221 : 1166
21:2	Account: vunguyen1988	 Name: 111111111	 Level: 93	 IP Address: 27.75.46.206 : 52047
21:4	Account: nonhantl	 Name: V«DanhÙThÇnÙT¨ng	 Level: 102	 IP Address: 183.80.160.143 : 51224
21:6	Account: nam92hd	 Name: HáaThÇnÙV«Song	 Level: 107	 IP Address: 27.73.192.221 : 19733
21:6	Account: nonhannm	 Name: NhËmÙDoanhÙDoanh	 Level: 101	 IP Address: 183.80.160.143 : 51240
21:7	Account: timlaivohien3	 Name: EyeSmileBuff	 Level: 80	 IP Address: 14.233.97.112 : 22113
21:7	Account: nonhantl	 Name: V«DanhÙThÇnÙT¨ng	 Level: 102	 IP Address: 183.80.160.143 : 51251
21:8	Account: nonhantl	 Name: V«DanhÙThÇnÙT¨ng	 Level: 102	 IP Address: 183.80.160.143 : 51257
21:11	Account: nam92hd	 Name: HáaThÇnÙV«Song	 Level: 107	 IP Address: 27.73.192.221 : 1223
21:12	Account: nam92hd8	 Name: Gi÷ÙR¸cÙNo2	 Level: 81	 IP Address: 27.73.192.221 : 19897
21:12	Account: nonhantn1	 Name: Th¸nhÙC«	 Level: 102	 IP Address: 183.80.160.143 : 51274
21:12	Account: nam92hd7	 Name: Gi÷ÙR¸cÙNo1	 Level: 81	 IP Address: 27.73.192.221 : 19899
21:12	Account: nam92hd9	 Name: Gi÷ÙR¸cÙNo3	 Level: 81	 IP Address: 27.73.192.221 : 19901
21:12	Account: nam92hd10	 Name: Gi÷ÙR¸cÙNo5	 Level: 81	 IP Address: 27.73.192.221 : 19903
21:13	Account: nonhantn1	 Name: Th¸nhÙC«	 Level: 102	 IP Address: 183.80.160.143 : 51277
21:15	Account: mapdl1	 Name: §¹tÙMa	 Level: 94	 IP Address: 14.237.150.66 : 49231
21:16	Account: nam92hd8	 Name: Gi÷ÙR¸cÙNo2	 Level: 81	 IP Address: 27.73.192.221 : 19909
21:16	Account: nam92hd7	 Name: Gi÷ÙR¸cÙNo1	 Level: 81	 IP Address: 27.73.192.221 : 19911
21:16	Account: nam92hd9	 Name: Gi÷ÙR¸cÙNo3	 Level: 81	 IP Address: 27.73.192.221 : 19917
21:18	Account: hangnitocvay	 Name: ThiªnÙthÇnÙJAV	 Level: 80	 IP Address: 27.79.37.52 : 57852
21:18	Account: tranhoangcham1	 Name: Duonggia	 Level: 82	 IP Address: 14.183.199.115 : 2035
21:22	Account: mapdl1	 Name: §¹tÙMa	 Level: 94	 IP Address: 14.237.150.66 : 49292
21:22	Account: mapdl2	 Name: TiªnÙTö	 Level: 91	 IP Address: 14.237.150.66 : 49294
21:22	Account: nonhandl	 Name: NhËmÙNg·ÙHµnhÙ	 Level: 121	 IP Address: 183.80.160.143 : 51296
21:22	Account: longyen018	 Name: TNÙVip	 Level: 91	 IP Address: 14.187.167.3 : 49348
21:22	Account: nonhantl	 Name: V«DanhÙThÇnÙT¨ng	 Level: 102	 IP Address: 183.80.160.143 : 51298
21:23	Account: mapdl3	 Name: ThiªnÙNhÉn	 Level: 98	 IP Address: 14.237.150.66 : 49308
21:23	Account: nonhannm	 Name: NhËmÙDoanhÙDoanh	 Level: 101	 IP Address: 183.80.160.143 : 51301
21:23	Account: nonhantn1	 Name: Th¸nhÙC«	 Level: 102	 IP Address: 183.80.160.143 : 51303
21:23	Account: nonhanvd	 Name: Vâ§angÙCh©nÙNh©n	 Level: 99	 IP Address: 183.80.160.143 : 51305
21:23	Account: longyen017	 Name: VipÙTN	 Level: 92	 IP Address: 14.187.167.3 : 49351
21:24	Account: huynhtrongtri11	 Name: §écS¸tNéiC«ng	 Level: 113	 IP Address: 42.119.136.199 : 50196
21:25	Account: mapdl1	 Name: §¹tÙMa	 Level: 94	 IP Address: 14.237.150.66 : 49364
21:26	Account: nonhannm	 Name: NhËmÙDoanhÙDoanh	 Level: 101	 IP Address: 183.80.160.143 : 51317
21:26	Account: mapdl2	 Name: TiªnÙTö	 Level: 91	 IP Address: 14.237.150.66 : 63565
21:27	Account: nonhantn1	 Name: Th¸nhÙC«	 Level: 102	 IP Address: 183.80.160.143 : 51319
21:27	Account: mapdl3	 Name: ThiªnÙNhÉn	 Level: 98	 IP Address: 14.237.150.66 : 56155
21:29	Account: dm0010	 Name: CL0001	 Level: 88	 IP Address: 14.237.150.66 : 56310
21:29	Account: nonhanty	 Name: TÇnÙH¹oÙMiªn	 Level: 85	 IP Address: 183.80.160.143 : 51331
21:29	Account: huynhtrongtri12	 Name: KiÕmPhongKim	 Level: 96	 IP Address: 42.119.136.199 : 50205
21:30	Account: tranhoangcham2	 Name: AuDuongPhong1	 Level: 81	 IP Address: 14.183.199.115 : 2190
21:30	Account: huynhtrongtri13	 Name: B¨ngS¸tNéiC«ng	 Level: 98	 IP Address: 42.119.136.199 : 50207
21:30	Account: mapdl4	 Name: §åÙThÇnÙS¸tÙQuû	 Level: 119	 IP Address: 14.237.150.66 : 63353
21:30	Account: nonhanty	 Name: TÇnÙH¹oÙMiªn	 Level: 85	 IP Address: 183.80.160.143 : 51340
21:36	Account: huynhtrongtri15	 Name: HáaS¸tNéiC«ng	 Level: 97	 IP Address: 42.119.136.199 : 50213
21:36	Account: hangnitocvay3	 Name: ConÙnghiÖnÙJAV	 Level: 81	 IP Address: 27.79.37.52 : 58170
21:37	Account: mapdl2	 Name: TiªnÙTö	 Level: 91	 IP Address: 14.237.150.66 : 49448
21:38	Account: huynhtrongtri15	 Name: HáaS¸tNéiC«ng	 Level: 97	 IP Address: 42.119.136.199 : 50218
21:38	Account: xuxuka010	 Name: KaTaNa10	 Level: 92	 IP Address: 118.68.61.102 : 63022
21:39	Account: hangnitocvay2	 Name: BÐÙngµnhÙJAV	 Level: 81	 IP Address: 27.79.37.52 : 58172
21:39	Account: huynhtrongtri14	 Name: §écS¸tNgo¹iC«ng	 Level: 105	 IP Address: 42.119.136.199 : 50220
21:40	Account: hangnitocvay1	 Name: N÷ÙHoµngÙJAV	 Level: 81	 IP Address: 27.79.37.52 : 58175
