Ãỷ³ặ	ItemGenre	DetailType	ParticularType	ả¯ằưẻÄẳỵÃỷ	ảễểƯẻùẳỵậữềý	¿ớảẩ	áòảẩ	ậàÃữẻÄìệ	ẻồééấụéễ	ẳÛáủ	àẩẳả	ấầãủàỵãÅ	ằự´Ăấụéễ1ÀàéÍ	ằự´Ăấụéễ1ìợéĂệà	ằự´Ăấụéễ1ìợ´úệà	ằự´Ăấụéễ2ÀàéÍ	ằự´Ăấụéễ2ìợéĂệà	ằự´Ăấụéễ2ìợ´úệà	ằự´Ăấụéễ3ÀàéÍ	ằự´Ăấụéễ3ìợéĂệà	ằự´Ăấụéễ3ìợ´úệà	ằự´Ăấụéễ4ÀàéÍ	ằự´Ăấụéễ4ìợéĂệà	ằự´Ăấụéễ4ìợ´úệà	ằự´Ăấụéễ5ÀàéÍ	ằự´Ăấụéễ5ìợéĂệà	ằự´Ăấụéễ5ìợ´úệà	ằự´Ăấụéễ6ÀàéÍ	ằự´Ăấụéễ6ìợéĂệà	ằự´Ăấụéễ6ìợ´úệà	ằự´Ăấụéễ7ÀàéÍ	ằự´Ăấụéễ7ìợéĂệà	ằự´Ăấụéễ7ìợ´úệà	éốầúấụéễ1ÀàéÍ	éốầúấụéễ1ấýệà	éốầúấụéễ2ÀàéÍ	éốầúấụéễ2ấýệà	éốầúấụéễ3ÀàéÍ	éốầúấụéễ3ấýệà	éốầúấụéễ4ÀàéÍ	éốầúấụéễ4ấýệà	éốầúấụéễ5ÀàéÍ	éốầúấụéễ5ấýệà	éốầúấụéễ6ÀàéÍ	éốầúấụéễ6ấýệà	ÄĐãăấụéễậữềý1	ÄĐãăấụéễậữềý2	ÄĐãăấụéễậữềý3	ÄĐãăấụéễậữềý4	ÄĐãăấụéễậữềý5	ÄĐãăấụéễậữềý6	ậựễÚèìì°	Àâếạèìì°	Àâếạèìì°éũºÅ	Àâếạèìì°ềỵ²ỉấụéễ1	Àâếạèìì°ềỵ²ỉấụéễ2	¿ẫẩÛÁảấụéễấýÁ¿	¿ẫẩÛÁảẻặáệặãệấ			
Ma Sát Tàn Dương ảnh Huyết Giáp	0	2	16	\spr\item\equip\armor\obj-ma-cloth09-3.spr	23	2	3	Trang bị Hoàng Kim	0	49999	10	0	30	720	720	31	90	90																36	90	32	210	39	7							4	306	423	419	421	247	21									
Ma Sát Xích Ký Tỏa Yêu Khấu	0	6	1	\spr\item\equip\sash\obj-sash16.spr	33	2	1	Trang bị Hoàng Kim	4	49999	10	0	30	160	160	31	80	80																36	85	32	135	39	7							418	309	417	312	6	344	21									
Ma Sát Cử Hỏa Liêu Thiên uyển	0	8	1	\spr\item\equip\bangle\obj-bangle20.spr	34	1	2	Trang bị Hoàng Kim	3	49999	10	0	30	135	135	31	80	80																36	95	32	110	39	7							4	344	248	85	6	246	21									
Ma Sát Vân Long Thổ Châu giới	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	Trang bị Hoàng Kim	1	49999	10	0																						36	80	39	7									129	130					21									
Ma Hoàng Kim Giáp Khôi	0	7	2	\spr\item\equip\cap\obj-ma-cap09-3.spr	28	2	2	Trang bị Hoàng Kim	0	49999	10	0	30	315	315	31	85	85																36	90	32	110	39	7							2	346	257	312	6	166	22									
Ma Hoàng án Xuất Hổ Hạng Khuyên	0	4	1	\spr\item\equip\nick\obj-neck16.spr	36	2	1	Trang bị Hoàng Kim	4	49999	10	0	31	60	60																			36	95	39	7									1	60	62	95	87	107	22									
Ma Hoàng Khê Cốc Thúc yêu đái	0	6	1	\spr\item\equip\sash\obj-sash18.spr	32	2	1	Trang bị Hoàng Kim	3	49999	10	0	30	140	140	31	80	80																36	85	32	110	39	7							2	309	254	312	6	420	22									
Ma Hoàng Huyết Y Thú Trạc	0	8	1	\spr\item\equip\bangle\obj-bangle18.spr	34	1	2	Trang bị Hoàng Kim	1	49999	10	0	30	111	111	31	80	80																36	80	32	90	39	7							129	130					22									
Ma Hoàng Đăng Đạp Ngoa	0	5	0	\spr\item\equip\boots\obj-shoes04.spr	26	2	2	Trang bị Hoàng Kim	2	49999	10	0	30	140	140	31	80	80																36	99	32	110	39	7							4	320	255	312	6	256	22									
Ma Thị Liệt Diệm Quán Miện	0	7	2	\spr\item\equip\cap\obj-ma-cap09-3.spr	28	2	2	Trang bị Hoàng Kim	3	49999	10	0	30	315	315	31	85	85																36	85	32	110	39	7							2	345	423	307	6	250	23									
Ma Thị Lệ Ma Phệ Tâm Liên	0	4	1	\spr\item\equip\nick\obj-neck16.spr	36	2	1	Trang bị Hoàng Kim	1	49999	10	0																						36	95	39	7									2	317	8	107			23									
Ma Thị Nghiệp Hỏa U Minh Giới	0	3	0	\spr\item\equip\ring\obj-ring03.spr	37	1	1	Trang bị Hoàng Kim	2	49999	10	0																						36	80	39	7									129	130					23									
Ma Thị Huyết Ngọc Thất Sát Bội	0	9	1	\spr\item\equip\waist\obj-waist13.spr	34	1	2	Trang bị Hoàng Kim	0	49999	10	0																						36	90	39	7									2	309	252	311	6	420	23									
Ma Thị sơn  Hải Phi Hồng Lý 	0	5	0	\spr\item\equip\boots\obj-shoes05.spr	26	2	2	Trang bị Hoàng Kim	4	49999	10	0	30	140	140	31	80	80																36	99	32	110	39	7							2	320	253	312	6	251	23									
Lăng Nhạc Thái Cực Kiếm	0	0	0	\spr\item\equip\closeweapon\obj-sword22.spr	9	1	3	Trang bị Hoàng Kim	4	49999	10	0	28	46	46	29	86	86	167	0	0	31	99	99										36	90	32	80	39	8							2	152	6	311	423	167	24									
Lăng Nhạc Vô Ngã đạo bào	0	2	15	\spr\item\equip\armor\obj-ma-cloth06-3.spr	24	2	3	Trang bị Hoàng Kim	3	49999	10	0	30	630	630	31	90	90																36	95	32	130	39	8							2	306	263	313	6	285	24									
Lăng Nhạc Nộ Lôi Giới	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	Trang bị Hoàng Kim	1	49999	10	0																						36	85	39	8									2	309	265	313	6	417	24									
Lăng Nhạc Vô Cực Huyền Ngọc Bội	0	9	1	\spr\item\equip\waist\obj-waist20.spr	36	1	2	Trang bị Hoàng Kim	2	49999	10	0																						36	99	39	8									2	347	266	313	8	264	24									
Lăng Nhạc Thiên Địa Huyền Hoàng giới	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	Trang bị Hoàng Kim	0	49999	10	0																						36	80	39	8									129	130					24									
Cập Phong Chân Vũ Kiếm	0	0	0	\spr\item\equip\closeweapon\obj-sword24.spr	9	1	3	Trang bị Hoàng Kim	2	49999	10	0	28	46	46	29	86	86	167	0	0	31	99	99										36	99	32	135	39	8							46	69	51	73	43	167	25									
Cập Phong Tam Thanh Phù 	0	4	1	\spr\item\equip\nick\obj-neck17.spr	36	2	1	Trang bị Hoàng Kim	0	49999	10	0	31	60	60																			36	95	39	8									2	84	62	95	89	107	25									
Cập Phong Huyền Ti Tam Đoạn cẩm	0	6	0	\spr\item\equip\sash\obj-sash10.spr	32	2	1	Trang bị Hoàng Kim	4	49999	10	0	30	140	140	31	80	80																36	85	32	110	39	8							2	309	259	307	421	425	25									
Cập Phong Thúy Ngọc Huyền Hoàng Bội	0	9	1	\spr\item\equip\waist\obj-waist20.spr	36	1	2	Trang bị Hoàng Kim	3	49999	10	0																						36	90	39	8									2	348	258	313	6	260	25									
Cập Phong Thanh Tùng Pháp giới	0	3	0	\spr\item\equip\ring\obj-ring06.spr	37	1	1	Trang bị Hoàng Kim	1	49999	10	0																						36	80	39	8									129	130					25									
Sương Tinh Thiên Niên Hàn Thiết	0	0	1	\spr\item\equip\closeweapon\obj-blade24.spr	10	1	4	Trang bị Hoàng Kim	2	49999	10	0	28	40	40	29	114	114	167	-20	-20	31	99	99										36	99	32	135	39	9							113	69	46	73	43	168	26									
Sương Tinh Ngạo Sương đạo bào	0	2	15	\spr\item\equip\armor\obj-ma-cloth05-3.spr	24	2	3	Trang bị Hoàng Kim	0	49999	10	0	30	720	720	31	90	90																36	95	32	260	39	9							4	306	267	317	6	278	26									
Sương Tinh Thanh Phong Lũ đái	0	6	0	\spr\item\equip\sash\obj-sash10.spr	33	2	1	Trang bị Hoàng Kim	4	49999	10	0	30	160	160	31	80	80																36	85	32	135	39	9							418	309	269	307	6	417	26									
Sương Tinh Thiên Tinh Băng Tinh thủ 	0	8	1	\spr\item\equip\bangle\obj-bangle20.spr	34	1	2	Trang bị Hoàng Kim	3	49999	10	0	30	140	140	31	80	80																36	90	32	110	39	9							2	349	270	313	6	268	26									
Sương Tinh Phong Bạo chỉ hoàn	0	3	0	\spr\item\equip\ring\obj-ring07.spr	37	1	1	Trang bị Hoàng Kim	1	49999	10	0																						36	80	39	9									129	130					26									
Lôi Khung Hàn Tung Băng Bạch quan	0	7	1	\spr\item\equip\cap\obj-ma-cap05-2.spr	28	2	2	Trang bị Hoàng Kim	4	49999	10	0	30	315	315	31	85	85																36	95	32	110	39	9							418	304	152	313	6	272	27									
Lôi Khung Thiên Địa Hộ phù 	0	4	1	\spr\item\equip\nick\obj-neck18.spr	36	2	1	Trang bị Hoàng Kim	3	49999	10	0																						36	99	39	9									4	95	26	107	322	278	27									
Lôi Khung Phong Lôi Thanh Cẩm đái	0	6	0	\spr\item\equip\sash\obj-sash09.spr	32	2	1	Trang bị Hoàng Kim	1	49999	10	0	30	140	140	31	80	80																36	90	32	110	39	9							418	309	274	424	6	417	27									
Lôi Khung Linh Ngọc Uẩn Lôi	0	9	1	\spr\item\equip\waist\obj-waist19.spr	36	1	2	Trang bị Hoàng Kim	2	49999	10	0																						36	85	39	9									2	350	275	273			27									
Lôi Khung Cửu Thiên Dẫn Lôi giới	0	3	0	\spr\item\equip\ring\obj-ring08.spr	37	1	1	Trang bị Hoàng Kim	0	49999	10	0																						36	80	39	9									129	130					27									
Vụ ảo Bắc Minh Đạo quán	0	7	1	\spr\item\equip\cap\obj-ma-cap05-2.spr	28	2	2	Trang bị Hoàng Kim	0	49999	10	0	30	315	315	31	85	85																36	95	32	110	39	9							4	271	351	313	6	352	28									
Vụ ảo Ki Bán phù chú 	0	4	1	\spr\item\equip\nick\obj-neck20.spr	36	2	1	Trang bị Hoàng Kim	4	49999	10	0																						36	99	39	9									2	313	169	95	8	107	28									
Vụ ảo Thúc Tâm chỉ hoàn	0	3	0	\spr\item\equip\ring\obj-ring05.spr	37	1	1	Trang bị Hoàng Kim	3	49999	10	0																						36	80	39	9									129	130					28									
Vụ ảo Thanh ảnh Huyền Ngọc Bội	0	9	1	\spr\item\equip\waist\obj-waist18.spr	36	1	2	Trang bị Hoàng Kim	1	49999	10	0																						36	90	39	9									418	309	353	307	6	417	28									
Vụ ảo Tung Phong Tuyết ảnh ngoa	0	5	0	\spr\item\equip\boots\obj-shoes05.spr	26	2	2	Trang bị Hoàng Kim	2	49999	10	0	30	140	140	31	80	80																36	85	32	110	39	9							418	354	320	88	6	423	28									
Vô Danh Chỉ Hoàn	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	Bạn đã trở thành người mà ai cũng ngưỡng mộ! Xin chúc mừng! <color>	2	49999	10	0																						36	60											129	130					29									
Vô Danh Giới Chỉ 	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	Vinh quang chỉ dành cho những ai thực sự muốn có<color>	3	49999	10	0																						36	60											129	130					29									
Động Sát Bạch Kim Điêu Long Giới	0	3	0	\spr\item\equip\ring\obj-ring06.spr	37	1	1	Trang bị Hoàng Kim	3	49999	10	0	31	60	60																			36	85											53	6	301	2	11	100	30									
Động Sát Bạch Ngọc Càn Khôn Bội	0	9	1	\spr\item\equip\waist\obj-waist20.spr	36	1	2	Trang bị Hoàng Kim	4	49999	10	0	31	60	60																			36	80											65	6	298	2	11	100	30									
Động Sát Bạch Kim Tú Phụng Giới	0	3	0	\spr\item\equip\ring\obj-ring06.spr	37	1	1	Trang bị Hoàng Kim	0	49999	10	0	31	60	60																			36	85											53	6	301	2	11	100	30									
Động Sát Phỉ Thúy Ngọc Hạng Khuyên	0	4	1	\spr\item\equip\nick\obj-neck20.spr	36	2	1	Trang bị Hoàng Kim	2	49999	10	0	31	60	60																			36	85											65	6	298	2	11	100	30									
Định Nghiệp Đầu quán	0	7	6	\spr\item\equip\cap\obj-ma-cap20-3.spr	28	2	2	Trang bị Hoàng Kim	0	49999	10	0	30	310	310	31	60	60																36	90																	31									
Định Nghiệp Chiến bào	0	2	20	\spr\item\equip\armor\obj-ma-cloth20-3.spr	22	2	3	Trang bị Hoàng Kim	4	49999	10	0	30	630	630	31	60	60																36	90																	31									
Định Nghiệp Yêu đái	0	6	1	\spr\item\equip\sash\obj-sash20.spr	33	2	1	Trang bị Hoàng Kim	3	49999	10	0	30	140	140	31	60	60																36	90																	31									
Định Nghiệp Hộ uyển	0	8	1	\spr\item\equip\bangle\obj-bangle20.spr	34	1	2	Trang bị Hoàng Kim	1	49999	10	0	30	115	115	31	60	60																36	90																	31									
Định Nghiệp Chiến ngoa	0	5	1	\spr\item\equip\boots\obj-shoes10.spr	26	2	2	Trang bị Hoàng Kim	2	49999	10	0	30	140	140	31	60	60																36	90																	31									
Định Nghiệp Ban chỉ 	0	3	0	\spr\item\equip\ring\obj-ring08.spr	37	1	1	Trang bị Hoàng Kim	2	49999	10	0	31	60	60																			36	90																	31									
Định Quốc Đầu quán	0	7	4	\spr\item\equip\cap\obj-ma-cap15-3.spr	31	2	2	Trang bị Hoàng Kim	0	49999	10	0	30	350	350	31	60	60																36	99																	32									
Định Quốc Chiến bào	0	2	18	\spr\item\equip\armor\obj-ma-cloth14-1.spr	23	2	3	Trang bị Hoàng Kim	4	49999	10	0	30	720	720	31	60	60																36	99																	32									
Định Quốc Yêu cô 	0	6	0	\spr\item\equip\sash\obj-sash10.spr	33	2	1	Trang bị Hoàng Kim	3	49999	10	0	30	160	160	31	60	60																36	99																	32									
Định Quốc Hộ uyển	0	8	1	\spr\item\equip\bangle\obj-bangle19.spr	34	1	2	Trang bị Hoàng Kim	1	49999	10	0	30	135	135	31	60	60																36	99																	32									
Định Quốc Chiến ngoa	0	5	1	\spr\item\equip\boots\obj-shoes09.spr	26	2	2	Trang bị Hoàng Kim	2	49999	10	0	30	160	160	31	60	60																36	99																	32									
Định Quốc Ban chỉ 	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	Trang bị Hoàng Kim	2	49999	10	0	31	60	60																			36	99																	32									
 Đồ phổ Hoàng Kim - Định Quốc Thanh Sa Trường Sam	0	2	3	\Spr\item\equip\armor\obj-ma-cloth11-3.spr	22	2	3	Trang bị Hoàng Kim	0	49999	8	0	30	630	630	31	80	80																36	85											306	2					33									
 Đồ phổ Hoàng Kim - Định Quốc Ô Sa Phát Quán	0	7	3	\Spr\item\equip\cap\obj-ma-cap12-1.spr	28	2	2	Trang bị Hoàng Kim	2	49999	9	0	30	260	260	31	70	70																36	75											1	307					33									
 Đồ phổ Hoàng Kim - Định Quốc Xích Quyên Nhuyễn Ngoa	0	5	1	\Spr\item\equip\boots\obj-shoes06.spr	26	2	2	Trang bị Hoàng Kim	1	49999	8	0	30	140	140	31	70	70																36	80											308	2					33									
 Đồ phổ Hoàng Kim - Định Quốc Tử Đằng Hộ uyển	0	8	1	\Spr\item\equip\bangle\obj-bangle13.spr	34	1	2	Trang bị Hoàng Kim	3	49999	8	0	30	111	111	31	60	60																36	75											1	309					33									
 Đồ phổ Hoàng Kim - Định Quốc Ngân Tàm Yêu đái	0	6	1	\Spr\item\equip\sash\obj-sash17.spr	33	2	1	Trang bị Hoàng Kim	4	49999	8	0	30	140	140	31	60	60																36	75											1	28					33									
 Đồ phổ Hoàng Kim - An Bang Băng Tinh Thạch Hạng Liên	0	4	0	\Spr\item\equip\nick\obj-neck07.spr	36	2	1	Trang bị Hoàng Kim	4	49999	10	0																						36	85											310						34									
 Đồ phổ Hoàng Kim - An Bang Cúc Hoa Thạch Chỉ hoàn	0	3	0	\Spr\item\equip\ring\obj-ring07.spr	37	1	1	Trang bị Hoàng Kim	2	49999	8	0																						36	80											6	312					34									
 Đồ phổ Hoàng Kim - An Bang Điền Hoàng Thạch Ngọc Bội	0	9	1	\Spr\item\equip\waist\obj-waist18.spr	36	1	2	Trang bị Hoàng Kim	1	49999	8	0																						36	75											6	313					34									
 Đồ phổ Hoàng Kim - An Bang Kê Huyết Thạch Giới Chỉ 	0	3	0	\Spr\item\equip\ring\obj-ring06.spr	37	1	1	Trang bị Hoàng Kim	3	49999	8	0																						36	80											6	311					34									
Thiên Hoàng Long Long Đài	0	7	4	\spr\item\equip\cap\obj-ma-cap08-3.spr	28	2	2	Trang bị Hoàng Kim	2	49999	6	0	30	315	315	31	75	75																36	60											2	316					35									
Thiên Hoàng Long Bạch Long Tức	0	2	18	\spr\item\equip\armor\obj-ma-cloth13-3.spr	22	2	3	Trang bị Hoàng Kim	0	49999	6	0	30	630	630	31	80	80																36	60											2	316					35									
Thiên Hoàng Long Trấn Minh Liên	0	4	1	\spr\item\equip\nick\obj-neck13.spr	36	2	1	Trang bị Hoàng Kim	1	49999	6	0																						36	60											6	316					35									
Thiên Hoàng Long Cửu Hiện chỉ 	0	3	0	\Spr\item\equip\ring\obj-ring08.spr	37	1	1	Trang bị Hoàng Kim	2	49999	6	0																						36	60											6	316					35									
Thiên Hoàng Long Ngọc Tiêu Diêu	0	6	1	\Spr\item\equip\sash\obj-sash20.spr	33	2	1	Trang bị Hoàng Kim	4	49999	6	0	30	140	140	31	70	70																36	60											2	316					35									
Thiên Hoàng Long Hoàng Kim Lân	0	8	1	\Spr\item\equip\bangle\obj-bangle20.spr	34	1	2	Trang bị Hoàng Kim	3	49999	6	0	30	111	111	31	70	70																36	60											2	316					35									
Thiên Hoàng Long Bàn Long côi	0	9	1	\Spr\item\equip\waist\obj-waist16.spr	36	1	2	Trang bị Hoàng Kim	0	49999	6	0																						36	60											6	316					35									
Thiên Hoàng Long Long Khốc Thiên Lý 	0	5	1	\Spr\item\equip\boots\obj-shoes07.spr	26	2	2	Trang bị Hoàng Kim	4	49999	6	0	30	140	140	31	75	75																36	60											2	316					35									
Thiên Hoàng Long Nộ Long Đồng	0	3	0	\Spr\item\equip\ring\obj-ring09.spr	37	1	1	Trang bị Hoàng Kim	1	49999	6	0																						36	60											6	316					35									
Kim Phong Thanh Dương Khôi	0	7	4	\spr\item\equip\cap\obj-ma-cap13-2.spr	28	2	2	Trang bị Hoàng Kim	2	49999	5	0	30	315	315	31	75	75																36	40											2	358	6				36									
Kim Phong Kỳ Lân Huyết	0	2	18	\spr\item\equip\armor\obj-ma-cloth14-1.spr	22	2	3	Trang bị Hoàng Kim	0	49999	5	0	30	630	630	31	80	80																36	40											2	37	6				36									
Kim Phong Trạc Liên Quang	0	4	1	\spr\item\equip\nick\obj-neck19.spr	36	2	1	Trang bị Hoàng Kim	1	49999	5	0																						36	30											366	355	368				36									
Kim Phong Công Cẩn Tam Thán	0	3	0	\spr\item\equip\ring\obj-ring07.spr	37	1	1	Trang bị Hoàng Kim	2	49999	5	0																						36	40											367	318	368				36									
Kim Phong Đoạt Hồn Ngọc đái	0	6	1	\spr\item\equip\sash\obj-sash09.spr	33	2	1	Trang bị Hoàng Kim	4	49999	5	0	30	140	140	31	70	70																36	50											314	365	363				36									
Kim Phong Hậu Nghệ dẫn cung	0	8	1	\spr\item\equip\bangle\obj-bangle20.spr	34	1	2	Trang bị Hoàng Kim	3	49999	5	0	30	111	111	31	70	70																36	50											314	359	363				36									
Kim Phong Lan Đình Ngọc	0	9	1	\spr\item\equip\waist\obj-waist17.spr	36	1	2	Trang bị Hoàng Kim	0	49999	5	0																						36	40											367	361	368				36									
Kim Phong Thiên Lý Thảo Thượng Phi	0	5	1	\spr\item\equip\boots\obj-shoes05.spr	26	2	2	Trang bị Hoàng Kim	4	49999	5	0	30	140	140	31	75	75																36	30											2	360	364				36									
Kim Phong Đồng Tước Xuân Thâm	0	3	0	\Spr\item\equip\ring\obj-ring06.spr	37	1	1	Trang bị Hoàng Kim	1	49999	5	0																						36	60											367	356	368				36									
Hiệp Cốt Thiết Huyết Sam	0	2	3	\spr\item\equip\armor\obj-ma-cloth11-3.spr	22	2	3	Trang bị Hoàng Kim	2	49999	5	0	30	360	360	31	60	60																36	40	32	50	33	50			38	0			2	306					37									
Hiệp Cốt Đa Tình Hoàn	0	4	1	\spr\item\equip\nick\obj-neck14.spr	36	2	1	Trang bị Hoàng Kim	2	49999	5	0																						36	35	38	0									6	26	2				37									
Hiệp Cốt Đan Tâm Giới	0	3	0	\spr\item\equip\ring\obj-ring06.spr	37	1	1	Trang bị Hoàng Kim	0	49999	5	0																						36	45	38	0									55						37									
Hiệp Cốt Tình ý Kết	0	9	1	\spr\item\equip\waist\obj-waist13.spr	36	1	2	Trang bị Hoàng Kim	4	49999	5	0																						36	50	38	0									3	84	366				37									
Nhu Tình Cân Quốc Nghê Thường	0	2	11	\spr\item\equip\armor\obj-fm-cloth14-3.spr	25	2	3	Trang bị Hoàng Kim	0	49999	5	0	30	360	360	31	60	60																36	40	32	50	33	50			38	1			2	91	130				38									
Nhu Tình Thục Nữ Hạng Liên	0	4	0	\spr\item\equip\nick\obj-neck07.spr	36	2	1	Trang bị Hoàng Kim	0	49999	5	0																						36	35	38	1									6	34					38									
Nhu Tình  Phụng Nghi Giới Chỉ 	0	3	0	\spr\item\equip\ring\obj-ring08.spr	37	1	1	Trang bị Hoàng Kim	4	49999	5	0																						36	45	38	1									63						38									
Nhu Tình  Tuệ Tâm Ngọc Bội	0	9	0	\spr\item\equip\waist\obj-waist16.spr	36	1	2	Trang bị Hoàng Kim	3	49999	5	0																						36	50	38	1									1	95					38									
Kim Quang Trích Tinh Hoàn	0	7	5	\spr\item\equip\cap\obj-ma-cap18-3.spr	28	2	2	Trang bị Hoàng Kim	3	49999	10	0	30	250	250	31	30	30																36	90	32	165	33	65							398	378	399	400	401	402	39									
Kim Quang Đường Nghê Giáp	0	2	4	\spr\item\equip\armor\obj-ma-cloth15-3.spr	22	2	3	Trang bị Hoàng Kim	2	49999	10	0	30	630	630	31	93	93																36	90	32	260									403	388	404	405	406		39									
Kim Quang Lục Phỉ Thúy Hộ Thân Phù	0	4	1	\spr\item\equip\nick\obj-neck20.spr	26	2	1	Trang bị Hoàng Kim	2	49999	10	0																						36	90											373	374	375	376			39									
Kim Quang Bắc Kinh Chi Mộng	0	3	0	\spr\item\equip\ring\obj-ring10.spr	37	1	1	Trang bị Hoàng Kim	3	49999	10	0																						36	90											129	130					39									
Kim Quang Bạch Kim Yêu Đái	0	6	1	\spr\item\equip\sash\obj-sash20.spr	33	2	1	Trang bị Hoàng Kim	2	49999	10	0	30	140	140	31	15	15																36	90	32	164									407	388	399	405	408	413	39									
Kim Quang Thiên Tàm Hộ Uyển	0	8	1	\spr\item\equip\bangle\obj-bangle20.spr	34	1	2	Trang bị Hoàng Kim	3	49999	10	0	30	111	111	31	20	20																36	90	32	100									409	378	399	400	410		39									
Kim Quang Ngũ Sắc Ngọc Bội	0	9	1	\spr\item\equip\waist\obj-waist15.spr	36	1	2	Trang bị Hoàng Kim	3	49999	5	0																						36	90											384	385	386				39									
Kim Quang Thiên Tàm Ngoa	0	5	1	\spr\item\equip\boots\obj-shoes10.spr	26	2	2	Trang bị Hoàng Kim	2	49999	10	0	30	140	140	31	20	20																36	90	32	164									411	388	404	405	412		39									
Kim Quang Nhã Điển Chi Hồn	0	3	0	\spr\item\equip\ring\obj-ring09.spr	37	1	1	Trang bị Hoàng Kim	2	49999	10	0																						36	90											129	130					39									
Kim Quang Bôn Lôi Toàn Long Thương	0	0	3	\spr\item\equip\closeweapon\obj-spear04.spr	12	1	4	Trang bị Hoàng Kim	2	49999	10	0	28	18	18	29	158	158	167	30	30	31	99	99										36	90	32	165	33	165	39	1					392	393	394	395	396	397	39									
Hồng ảnh Thẩm Viên Uyển	0	4	1	\spr\item\equip\nick\obj-neck09.spr	26	2	1	Bảo vật nổi tiếng thời Tống	1	49999	10	0																						36	0											415	414					40									
Hồng ảnh Kiếm Bài	0	3	0	\spr\item\equip\ring\obj-ring01.spr	37	1	1	1 trong 13 miếng lệnh bài mật sát Nhạc Phi ngày trước	2	49999	10	0																						36	0											314	414	6				40									
Hồng ảnh Mục Túc	0	3	0	\spr\item\equip\ring\obj-ring02.spr	37	1	1	Vật phẩm nhiệm vụ, bên trong ẩn chứa nhiều bí mật	4	49999	10	0																						36	0											314	414	6				40									
Hồng ảnh Tụ Chiêu	0	9	1	\spr\item\equip\waist\obj-waist09.spr	36	1	2	Một vật phẩm được chế tạo theo vào những truyền thuyết thần bí	3	49999	10	0																						36	0											314	414	6				40									
Tuệ Thanh	0	3	0	\spr\item\equip\ring\obj-ring04.spr	37	1	1	Tuệ thanh diệu giải minh thiền tâm, khứ lai vô ý tùy lưu vân.	2	49999	6	0																						38	1											429	130	430				41									
Duyên Quân	0	3	0	\spr\item\equip\ring\obj-ring06.spr	37	1	1	Thủ thứ hoa tùng lãn hồi cố, bán duyên tu đạo bán duyên quân.	2	49999	9	0																						38	0											429	130	430				41									
[Hoàn Mỹ] An Bang Băng Tinh Thạch Hạng Liên	0	4	0	\Spr\item\equip\nick\obj-neck07.spr	36	2	1	Trang bị Hoàng Kim	4	49999	10	0																						36	85											310	433					34									
[Hoàn Mỹ] An Bang Cúc Hoa Thạch Chỉ Hoàn	0	3	0	\Spr\item\equip\ring\obj-ring07.spr	37	1	1	Trang bị Hoàng Kim	2	49999	8	0																						36	80											6	312	431				34									
[Hoàn Mỹ] An Bang Điền Hoàng Thạch Ngọc Bội	0	9	1	\Spr\item\equip\waist\obj-waist18.spr	36	1	2	Trang bị Hoàng Kim	1	49999	8	0																						36	75											6	313	432				34									
